title,price,description,disclaimer,url
"Telefon mobil Apple iPhone 11, 128GB, Black - eMAG.ro","2.508,00 Lei","Caracteristici generale



Tip telefon
Smartphone 


Sloturi SIM
Single SIM 


Tip SIM
Nano SIM
eSIM 


Sistem de operare
iOS 


Conectivitate
Bluetooth
Wi-Fi
GPS
NFC 


Versiune Bluetooth
5.0 


Versiune sistem operare
iOS 13 


Model procesor
Apple A13 Bionic 


Numar nuclee
6 


Senzori
Accelerometru
Barometru
Giroscop
Recunoastere faciala
Senzor de proximitate
Senzor de lumina 


Continut pachet
Telefon
Cablu USB-C - Lightning 


Culoare
Negru 


Dimensiuni
75.7 x 8.3 x 150.9 mm 


Greutate
194 g 


SAR (W/kg)
0.95 Cap
0.99 Corp 


An aparitie
2019 


Tehnologie
2G
4G
3G 


RO-ALERT
Da 



Afisare



Dimensiune ecran
6.1 inch 


Tip display
IPS 


Rezolutie (pixeli)
828 x 1792 


Functii display
True tone
Haptic touch 



Memorie



Memorie interna
128 GB 


Memorie RAM
4 GB 



Conectivitate



Standard Wi-Fi
802.11ax 2x2 


Porturi
Lightning 



Foto video



Numar camere
2 


Rezolutie camera principala
12 MP Wide
12 MP Ultrawide 


Rezolutie camera frontala
12 Mpx 


Rezolutie video
4K 


Caracteristici foto/video
Geotagging
Panorama
HDR
Slow motion
Time-lapse 


Blit
Da 



Alimentare



Tip baterie
Li-Ion","Brand: Apple
eMAG.ro face eforturi permanente pentru a păstra acurateţea informaţiilor din acestă pagină. Rareori acestea pot conţine inadvertenţe: fotografia are caracter informativ şi poate conţine accesorii neincluse în pachetele standard, unele specificaţii pot fi modificate de catre producător fără preaviz sau pot conţine erori de operare. Toate promoţiile prezente în site sunt valabile în limita stocului.

In conformitate cu prevederile OUG 140/2021, produsele beneficiaza de garantie legala de conformitate de 24 de luni, cu exceptia continutului digital sau al serviciilor digitale, in cazul carora garantia legala de conformitate este de 60 de luni, potrivit OUG 141/2021. Prevederile anterior mentionate nu sunt aplicabile in cazul produselor alimentare.",https://www.emag.ro/telefon-mobil-apple-iphone-11-128gb-black-mwm02rm-a/pd/DF9ZX6BBM/?ref=fam#128-GB
